gpu,dtype,variant,num_heads,num_heads_kv,head_size,batch_size,seq_len,window_left,window_right,causal,time(us),mem_clk_freq,graph_clk_freq,avg_power(W),avg_energy(uJ)
B200-SXM-192GB,bfloat16,gqa,64,4,128,128,32,-1,-1,1,156,3996,1965,809.674,126309.144
B200-SXM-192GB,bfloat16,gqa,64,8,128,128,32,-1,-1,1,156,3996,1965,809.674,126309.144
B200-SXM-192GB,bfloat16,gqa,64,16,128,128,32,-1,-1,1,154,3996,1965,748.779,115311.966
B200-SXM-192GB,bfloat16,gqa,64,32,128,128,32,-1,-1,1,157,3996,1965,705.756,110803.692
B200-SXM-192GB,bfloat16,gqa,64,4,128,128,64,-1,-1,1,163,3996,1965,705.756,115038.22799999999
B200-SXM-192GB,bfloat16,gqa,64,8,128,128,64,-1,-1,1,162,3996,1965,655.84,106246.08
B200-SXM-192GB,bfloat16,gqa,64,16,128,128,64,-1,-1,1,163,3996,1965,655.84,106901.92
B200-SXM-192GB,bfloat16,gqa,64,32,128,128,64,-1,-1,1,167,3996,1965,608.379,101599.293
B200-SXM-192GB,bfloat16,gqa,64,4,128,128,128,-1,-1,1,268,3996,1965,608.379,163045.57200000001
B200-SXM-192GB,bfloat16,gqa,64,8,128,128,128,-1,-1,1,271,3996,1965,558.397,151325.587
B200-SXM-192GB,bfloat16,gqa,64,16,128,128,128,-1,-1,1,270,3996,1965,558.397,150767.19
B200-SXM-192GB,bfloat16,gqa,64,32,128,128,128,-1,-1,1,273,3996,1965,524.873,143290.32900000003
B200-SXM-192GB,bfloat16,gqa,64,4,128,128,256,-1,-1,1,783,3996,1965,502.571,393513.093
